nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,demand_per_capita,population,demand_ci_lo,demand_ci_hi,cluster_confidence,latent_demand_score,halal_cuisine_diversity_norm,total_restaurants,halal_restaurants,critical_rate,grade_a_rate,inspection_frequency,viability_score,risk_bucket,final_score,similar_ntas,rank
MN15,1,Growing Market,0.3663299104154809,0.0102739726027397,0.395710762766796,2.0,0.8090843278473019,148071.0,0.324198608224977,0.3909685648417466,0.7265642203935914,0.477801967286989,0.4,292,3,0.5266781411359724,0.33820998278829606,3.9794520547945207,0.17192984849009044,High,0.33920223897092894,"BK73,BK77,BK76",85
QN50,0,Low Demand,0.2913819460156945,0.0,0.4045084613623467,0.0,0.0363299482323066,148071.0,0.1637785593337348,0.3997573423753587,0.2890563455369347,0.4380236068534776,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.33547301615909,"MN21,MN09,BK90",86
BK73,1,Growing Market,0.3641554870009492,0.0104529616724738,0.3925655635640229,2.0,0.7743026298592051,148071.0,0.3220302010140266,0.390054529749649,0.7285050321017198,0.4772425624145054,0.4,287,3,0.5579641847313855,0.35626767200754006,3.696864111498258,0.16372617615831134,High,0.33543365545765114,"MN15,BK77,QN63",87
BK96,0,Low Demand,0.3783135513495891,0.0,0.3132174912436585,0.0,0.0215104407760826,148071.0,0.1819535559337121,0.5276570123954578,0.6470649074254666,0.1101311686479517,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.33372927024517257,"BK72,QN08,QN01",88
BK88,0,Low Demand,0.3648996669839032,0.0,0.4080999382183759,0.0,0.5124614222147995,148071.0,0.3145080881702485,0.3979250930892771,0.5882789429084602,0.3355166747896937,0.0,54,0,0.5619469026548672,0.25663716814159293,4.185185185185185,0.08986198727498311,High,0.3271722395359083,"QN38,BK35,QN29",89
QN60,1,Growing Market,0.4286547569386303,0.04,0.1827954615431418,1.0,0.1154407386019972,148071.0,0.3097584442215906,0.4963175069493008,0.5033938620728938,0.4191365146455383,0.2,25,1,0.4057971014492754,0.5217391304347826,2.76,0.3845876899461254,Medium,0.32149762538193394,"QN98,QN07,QN61",90
MN12,1,Growing Market,0.3653835212820931,0.0203045685279187,0.3452704599669022,1.0,0.7422031377909585,190020.0,0.3262640446022731,0.3877809677775051,0.6043594254829272,0.5372777283878983,0.2,197,4,0.5308483290488432,0.36118251928020567,3.949238578680203,0.185528740577857,High,0.32136734061516953,"BK33,QN31,BK38",91
QN38,0,Low Demand,0.3551943669760434,0.0,0.4188969554669022,0.0,0.1330480505883816,148071.0,0.267790501501163,0.4244935942201243,0.4443233918328561,0.3734324360378618,0.0,30,0,0.5391304347826087,0.17391304347826086,3.8333333333333335,0.04615368848996781,High,0.31886726667517185,"BK88,QN29,BK35",92
BK72,0,Low Demand,0.3392689900890376,0.0,0.3129598014153027,0.0,0.0546336667258249,148071.0,0.2150639296526296,0.4398375508262463,0.7763521417859689,0.1681405352444711,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.3180083698096096,"BK96,BK90,QN01",93
QN29,1,Growing Market,0.3665224169665069,0.0079365079365079,0.3828416849133647,1.0,0.4681511748112165,148071.0,0.3135681047707401,0.4009630540090608,0.3919222152643437,0.4107150433621906,0.2,126,1,0.5723684210526315,0.2582236842105263,4.825396825396825,0.08396546119216412,High,0.3165387329903815,"QN38,BX63,BK69",94
BK31,2,Established Hub,0.6116607201991346,0.0725806451612903,0.1212721487650576,3.0,1.3309013415955755,148071.0,0.4951261758101377,0.5611713048122429,0.7837570595010174,0.5545413852584448,0.6,124,9,0.5421487603305785,0.26611570247933886,4.879032258064516,0.10998867170318863,High,0.31517088192631465,"SI36,BK44,BK19",95
SI01,1,Growing Market,0.3420640464850997,0.0238095238095238,0.388736735024167,1.0,0.0230884310137349,175756.0,0.1749867780968675,0.4679828730668739,0.2708012816338673,0.7247059661394182,0.2,42,1,0.5529411764705883,0.27647058823529413,4.0476190476190474,0.11010621344034316,High,0.3143415552917754,"MN23,QN31,MN27",96
MN27,1,Growing Market,0.3799449231589432,0.0186915887850467,0.3332070975916867,2.0,0.5800867291983435,148071.0,0.3268038403057358,0.4069639147491485,0.8100612442728994,0.4624552610431252,0.4,214,4,0.5329153605015674,0.29571577847439917,4.47196261682243,0.13736393045441647,High,0.31273359439113524,"QN31,SI22,BK79",97
MN33,0,Low Demand,0.2878420277824282,0.0,0.3779317747994222,0.0,0.2087089532039649,148071.0,0.2424569777688307,0.3555118418410568,0.5218043998446005,0.3858386026322729,0.0,105,0,0.5011185682326622,0.33557046979865773,4.257142857142857,0.18728565017798746,High,0.30376665106833767,"MN36,BK76,QN76",98
BX41,0,Low Demand,0.3933118292675766,0.0,0.272709280955932,0.0,0.0,148071.0,0.0513167019494862,0.6837722339831621,0.5165300006975653,0.0,0.0,46,0,0.4926829268292683,0.32195121951219513,4.456521739130435,0.18324620486943463,High,0.3030576850632904,"BX14,MN01,BX36",99
MN22,2,Established Hub,0.3856762039269121,0.0291777188328912,0.2880606311601535,5.0,1.0581005209567689,148071.0,0.3411125954311098,0.401143565228176,0.0314727867988099,0.5309592147490707,1.0,377,11,0.5160866710439921,0.319763624425476,4.039787798408488,0.16589608088544758,High,0.3026739502119158,"QN71,BK38,BK43",100
QN31,1,Growing Market,0.3702517622472027,0.0238095238095238,0.3169638442439496,2.0,0.8518869728355607,148071.0,0.3276150214211767,0.3930641960429551,0.7652868841865299,0.5271539510266666,0.4,210,5,0.5594965675057209,0.3100686498855835,4.161904761904762,0.129687180990668,High,0.3008236787945945,"MN27,BK79,MN22",101
MN32,1,Growing Market,0.2578426553149389,0.0062111801242236,0.34757009332644,1.0,0.2216380975375626,148071.0,0.2261861241754761,0.3297925956839816,0.3475376201055665,0.4686741503237004,0.2,161,1,0.4829821717990275,0.39222042139384117,3.8322981366459627,0.2399913870024572,High,0.290163376857043,"QN12,MN06,BK90",102
QN63,1,Growing Market,0.322013197563565,0.0095238095238095,0.3259577115644333,1.0,0.1115902483580762,148071.0,0.2399108536399442,0.400197747432441,0.2164789794928003,0.380873512772772,0.2,105,1,0.5404858299595142,0.2874493927125506,4.704761904761905,0.1263515449601365,High,0.28445867264322666,"BK78,BK30,BK77",103
SI36,2,Established Hub,0.6502840485549854,0.0975609756097561,0.0,2.0,0.169484063324246,148071.0,0.485202725804073,0.6730352912108419,0.6642301688260279,0.4191365146455383,0.4,41,4,0.5657894736842105,0.3026315789473684,3.707317073170732,0.12012906642984644,High,0.2841394327079635,"BK44,BK31,QN70",104
QN28,1,Growing Market,0.4324861628149137,0.0358974358974358,0.2366299833349692,3.0,0.5385375053607355,148071.0,0.3594960646977081,0.4483371400598842,0.2174958246517233,0.4614766688613037,0.6,195,7,0.5554484088717454,0.2304725168756027,5.317948717948718,0.07555318434791779,High,0.28275709532953675,"QN71,BK79,MN22",105
BK69,1,Growing Market,0.3490235765997498,0.0131578947368421,0.3235710232154666,1.0,0.2972311479204789,148071.0,0.2910312888802867,0.397198116415354,0.4098497345008292,0.3957627703006124,0.2,76,1,0.5850746268656717,0.24477611940298508,4.407894736842105,0.06578718834879009,High,0.28219527759584456,"SI22,QN29,QN63",106
BX63,0,Low Demand,0.3423095458597251,0.0,0.3191934931456558,0.0,0.0643722329129537,148071.0,0.2258664533903188,0.4371417769970934,0.7871129953619496,0.1770654070746691,0.0,55,0,0.5384615384615384,0.20384615384615384,4.7272727272727275,0.06798958540410276,High,0.2781991326829729,"QN29,BK88,QN38",107
BK38,1,Growing Market,0.3511443962579049,0.0292397660818713,0.2401733442984681,3.0,0.5969595913084431,148071.0,0.308805229095225,0.3846716158070503,0.4039749102536863,0.480193712602286,0.6,342,10,0.5222135619641465,0.36788776305533905,3.7514619883040936,0.1961437561880894,High,0.2757558474601671,"QN07,MN22,BK33",108
BK90,0,Low Demand,0.2297609367246091,0.0,0.3157246848308589,0.0,0.1332053461374005,148071.0,0.1928075011407848,0.3152795804787625,0.6988449656570852,0.3383840473315202,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.27531110183006063,"QN12,MN32,QN01",109
QN70,2,Established Hub,0.5668110529501426,0.0808080808080808,0.0327294986016601,5.0,2.1775044354180224,148071.0,0.4709658693115031,0.521141352007058,0.4609893924498615,0.567390382723579,1.0,198,16,0.516548463356974,0.31560283687943264,4.2727272727272725,0.16261204134675905,High,0.2723386288900729,"BK44,QN61,SI36",110
MN36,0,Low Demand,0.2387753152449236,0.0,0.3390121107927818,0.0,0.1827478088228931,148071.0,0.2088810125723717,0.3175268619515047,0.5876375321365958,0.3752415136193676,0.0,60,0,0.5541666666666667,0.375,4.0,0.17967050660032038,High,0.26704907173514625,"MN33,BK76,BK50",111
BK44,2,Established Hub,0.607043375039303,0.087719298245614,0.0,2.0,0.3881782667634333,148071.0,0.4706108689426757,0.5923750593350264,0.7135848558827484,0.5086943743564866,0.4,57,5,0.5637860082304527,0.3004115226337449,4.2631578947368425,0.11989448451559866,High,0.2667962469188409,"SI36,QN70,BK31",112
QN98,0,Low Demand,0.2923991084012819,0.0188679245283018,0.1372358411639088,1.0,0.0510287791190792,148071.0,0.1838283906511155,0.3929882276063858,0.3798525070680945,0.1727569705110986,0.2,53,1,0.448,0.648,2.358490566037736,0.44632197887759384,Medium,0.26111837560159507,"QN01,QN60,SI08",113
MN01,0,Low Demand,0.2894035965088334,0.0085470085470085,0.2509526108771998,1.0,0.1326702318528629,60978.0,0.1858826495995143,0.3882776551354664,0.4354065406699594,0.2512450301650055,0.2,117,1,0.538135593220339,0.3644067796610169,4.034188034188034,0.18291649294676932,High,0.2527257815437672,"BK91,MN34,BK34",114
QN12,0,Low Demand,0.2030882804920898,0.0,0.2992707550960764,0.0,0.0111192282007451,227237.0,0.0822760517360843,0.3041431604729359,0.6625272075709018,0.3427972948212011,0.0,30,0,0.5217391304347826,0.44565217391304346,3.066666666666667,0.2520199082295909,High,0.2513475958811847,"MN32,BK90,MN06",115
QN61,2,Established Hub,0.5158085822314181,0.078125,0.0,2.0,0.8419781368719211,148071.0,0.4233744099173214,0.5008086118404347,0.6373773525406794,0.5250065695125966,0.4,128,10,0.5073891625615764,0.2939244663382594,4.7578125,0.1533031867025507,High,0.2369840702330774,"QN70,BK44,BK43",116
MN24,1,Growing Market,0.2241396649120416,0.0118110236220472,0.2869192781843556,4.0,0.3868108108451336,148071.0,0.2200825644853251,0.2942812952942362,0.3037213803829703,0.4813499482537915,0.8,508,6,0.5262390670553936,0.31924198250728864,4.051181102362205,0.15867499324613826,High,0.23615857588778655,"BK91,BK77,QN76",117
QN15,1,Growing Market,0.4207338084716164,0.04,0.0852595947214356,1.0,0.0307529502999256,148071.0,0.2350068437495307,0.5653459846781551,0.0657571871819417,0.2200129612903872,0.2,25,1,0.5340909090909091,0.3181818181818182,3.52,0.1526210425382968,High,0.23292156978488016,"QN71,QN61,MN22",118
BK77,1,Growing Market,0.2207498465800613,0.008,0.3016072142933984,1.0,0.1749600127306175,148071.0,0.1969850723014911,0.3032990772199503,0.2718626449557308,0.4546928761984773,0.2,125,1,0.5817805383022774,0.31262939958592134,3.864,0.11648470559629792,High,0.23223976546864347,"BK76,QN76,BK78",119
QN71,1,Growing Market,0.4141991646197285,0.0425531914893617,0.1023422058861418,2.0,0.1937400917260795,148071.0,0.3197104563509079,0.4627900375904035,0.3086503280940421,0.3093239182775564,0.4,47,2,0.5490196078431373,0.2549019607843137,4.340425531914893,0.09734258698979399,High,0.22608506560030692,"QN15,MN22,QN28",120
BK79,1,Growing Market,0.3659609665263121,0.03125,0.1896257466028322,1.0,0.0590546845352951,148071.0,0.2360280582725556,0.4648811889638081,0.4825308781566723,0.382120217235826,0.2,32,1,0.5714285714285714,0.16428571428571428,4.375,0.017488684108074092,High,0.22573242207327254,"QN31,MN27,QN28",121
SI22,1,Growing Market,0.2994856626396924,0.0169491525423728,0.236642507010598,1.0,0.0480443158178149,148071.0,0.1844502740505839,0.401877533602316,0.1310585786114027,0.3451997897308242,0.2,59,1,0.6303317535545023,0.2559241706161137,3.5762711864406778,0.04322280306328186,High,0.22309582847277254,"MN27,BK69,BK78",122
BK78,1,Growing Market,0.2481231802967145,0.0111111111111111,0.2590752771496885,1.0,0.1670643463169064,148071.0,0.2114049120961292,0.3268902143912134,0.0595535103489158,0.3734729304713303,0.2,90,1,0.5528846153846154,0.2548076923076923,4.622222222222222,0.09466805369401798,High,0.2218129937173648,"QN63,BK30,BX36",123
BK33,1,Growing Market,0.2494309293806738,0.0263157894736842,0.1845548023274421,1.0,0.2147255273758393,148071.0,0.2202015660834272,0.3234981235628806,0.5018485654993842,0.4637081641125359,0.2,76,2,0.5016835016835017,0.3468013468013468,3.9078947368421053,0.19492808289398628,High,0.21257990926204362,"MN04,BK38,BK34",124
BK43,2,Established Hub,0.4523193074559754,0.0967741935483871,0.0,2.0,0.5547025279284541,148071.0,0.3731791215095715,0.4627086157874989,0.5278313318240127,0.3504045347806022,0.4,62,6,0.5348837209302325,0.23920265780730898,4.854838709677419,0.09566228713677896,High,0.20006018040974594,"QN61,QN70,BK44",125
BK76,0,Low Demand,0.1370225663005095,0.0,0.287586417093027,0.0,0.1602881130928516,148071.0,0.147356252323977,0.2352296375826184,0.4157246940195419,0.4166184626169245,0.0,137,0,0.5756929637526652,0.302771855010661,3.423357664233577,0.113548765849985,High,0.19255334652741163,"QN76,BK77,BK50",126
QN01,0,Low Demand,0.110913743798159,0.0,0.1732896816706282,0.0,0.0024218039581247,191105.0,0.0173640406988232,0.1768202025507337,0.6707775056454908,0.208516964872954,0.0,91,0,0.4354066985645933,0.5406698564593302,2.2967032967032965,0.37813859558600843,Medium,0.18930908930471657,"QN57,BK90,QN19",127
QN76,0,Low Demand,0.1288099591892324,0.0,0.2395257841892034,0.0,0.0277338779705864,148071.0,0.0779588091353836,0.2315872082024542,0.6106578678576656,0.3249650293087837,0.0,9,0,0.5,0.23333333333333334,3.3333333333333335,0.11500037468345904,High,0.17033437228806614,"BK76,BK50,MN34",128
BK50,0,Low Demand,0.1274886488790974,0.0,0.2165973952365812,0.0,0.0076728815905882,148071.0,0.0340433076171043,0.2093874076792087,0.6725517801090527,0.2773446862120807,0.0,59,0,0.5102880658436214,0.3004115226337449,4.11864406779661,0.15598215239467184,High,0.1688308481252058,"MN34,BK91,QN76",129
BK82,0,Low Demand,0.1011139019524921,0.0,0.1859695325635456,0.0,0.0223819991760709,148071.0,0.0605823856066727,0.2029476973637932,0.6498682237911558,0.2506477816858121,0.0,90,0,0.4921052631578947,0.40789473684210525,4.222222222222222,0.2450352757231142,High,0.16384042895103793,"MN06,QN03,BK95",130
MN34,0,Low Demand,0.1222621286298154,0.0,0.1967664466119431,0.0,0.067951212114748,148071.0,0.1114488340480536,0.2281543780771065,0.6857406694976229,0.2422830296474047,0.0,33,0,0.5182481751824818,0.30656934306569344,4.151515151515151,0.15501181057887073,High,0.15861379221247754,"BK50,BK91,QN76",131
QN19,0,Low Demand,0.1048901410881532,0.0,0.1308364619529944,0.0,0.0,148071.0,0.0074975035592527,0.1516571017559279,0.6218462770618481,0.1257108658898554,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.1514074944243325,"QN62,SI24,BK95",132
QN57,0,Low Demand,0.0938740349424114,0.0,0.1252585404092858,0.0,0.0,148071.0,0.006999423503975,0.1423041014091059,0.614307523079747,0.1301679851556462,0.0,26,0,0.4823529411764706,0.49411764705882355,3.269230769230769,0.3132128232007241,High,0.15029559478082372,"QN19,QN62,SI24",133
QN62,0,Low Demand,0.0938740349424114,0.0,0.1252585404092858,0.0,0.0,148071.0,0.006999423503975,0.1423041014091059,0.614307523079747,0.1301679851556462,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.14476988334855231,"QN19,SI24,BK95",134
MN06,0,Low Demand,0.035002959959577,0.0,0.1759860872163252,0.0,0.0221834689228026,147748.0,0.0417144824258618,0.1440336596060002,0.4911297396554665,0.3282164305388995,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.1415124720782343,"BK82,QN03,SI24",135
QN07,1,Growing Market,0.2342514904244628,0.0555555555555555,0.0,1.0,0.0200446505149811,248326.0,0.1305268180574129,0.3386670743952664,0.2990552568439049,0.39816254093198,0.2,18,1,0.4406779661016949,0.3220338983050847,3.2777777777777777,0.21838583139567996,High,0.13737776244892114,"BK38,MN22,BK33",136
BK30,0,Low Demand,0.1605504668771648,0.0,0.1593816735374079,0.0,0.0,148071.0,0.0104807417937856,0.2056717652757185,0.6491162739957583,0.1039738826925153,0.0,34,0,0.5911949685534591,0.1949685534591195,4.676470588235294,0.02607533091229675,High,0.13318792234828844,"BX36,QN63,BK78",137
SI24,0,Low Demand,0.065740794922141,0.0,0.1171888799982157,0.0,0.0041475035624801,148071.0,0.0156956984651379,0.1413227449603534,0.5982333062318994,0.1549102825754909,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.1302887231760161,"BK95,QN03,QN62",138
QN03,0,Low Demand,0.0412885852060072,0.0,0.1104756168351234,0.0,0.0077519457624568,171414.0,0.0230905896384753,0.1342722670933255,0.5772179765533108,0.1770654070746691,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.11782253402432569,"BK95,SI24,QN62",139
BK95,0,Low Demand,0.0431999466719988,0.0,0.1001706193185368,0.0,0.0,148071.0,0.0050046024501449,0.1038494980533953,0.5731848133255754,0.1519049683529863,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,High,0.1144650796040877,"SI24,QN03,QN62",140
BX36,0,Low Demand,0.1169077114289625,0.0,0.136956017189436,0.0,0.0,148071.0,0.0080719008806711,0.1623223599317081,0.6293540769350807,0.1209232977930918,0.0,48,0,0.5473251028806584,0.19753086419753085,5.0625,0.05749882121748325,High,0.11304525569085606,"BK30,QN76,BK91",141
BK91,0,Low Demand,0.0236173085954207,0.0,0.1149795170955357,0.0,0.004879415955859,148071.0,0.0131978770735758,0.1105392196411277,0.5567104255373876,0.2133158696471525,0.0,49,0,0.5065502183406113,0.24017467248908297,4.673469387755102,0.11546940799655148,High,0.07853261187569285,"MN34,BK50,QN76",142
MN04,0,Low Demand,0.0319760400657731,0.0192307692307692,0.0201152545539048,1.0,0.1458813973196934,101256.0,0.0816508961506506,0.1510172626688476,0.1730099415057505,0.3160652527959751,0.2,52,1,0.4852941176470588,0.2549019607843137,3.923076923076923,0.14032936784574884,High,0.048902391417020935,"BK34,MN01,MN24",143
BK34,1,Growing Market,0.0,0.0171428571428571,0.0,2.0,0.0182533743295727,148071.0,0.0289851960842362,0.1125346062219869,0.0211799824737309,0.2773435105810223,0.4,175,3,0.5723771580345286,0.31739707835325365,4.3028571428571425,0.12623397136541825,High,0.025246794273083652,"MN04,MN01,MN24",144
