nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,demand_per_capita,population,demand_ci_lo,demand_ci_hi,cluster_confidence,latent_demand_score,halal_cuisine_diversity_norm,total_restaurants,halal_restaurants
QN61,2,Established Hub,0.5158085822314181,0.078125,0.0,2.0,0.8419781368719211,148071.0,0.42337440991732145,0.5008086118404347,0.6373773525406794,0.5250065695125966,0.4,128,10
QN70,2,Established Hub,0.5668110529501426,0.08080808080808081,0.03272949860166011,5.0,2.1775044354180224,148071.0,0.47096586931150314,0.521141352007058,0.46098939244986153,0.567390382723579,1.0,198,16
QN72,2,Established Hub,0.7125105474039111,0.043478260869565216,0.3407388204415802,3.0,0.4013047500624959,148071.0,0.547144062057814,0.672525917361418,0.35668943379190365,0.3930118372881958,0.6,69,3
SI36,2,Established Hub,0.6502840485549854,0.0975609756097561,0.0,2.0,0.169484063324246,148071.0,0.48520272580407303,0.6730352912108419,0.6642301688260279,0.41913651464553836,0.4,41,4
BK09,3,High Opportunity,0.5641099459735646,0.0,0.6905177648878112,0.0,0.6230148666629478,96213.0,0.4415912778442529,0.5574633928390265,0.6145410344580495,0.6476720580822696,0.0,4,0
BK17,3,High Opportunity,0.463509263463585,0.0,0.5027200329762077,0.0,0.20647625367287575,156715.0,0.3564414652794933,0.49969896749835613,0.1728378108148736,0.3922993979545893,0.0,4,0
BK21,3,High Opportunity,0.4870325124750719,0.0,0.6932238647202489,0.0,0.016641509816236806,148071.0,0.2594747558771003,0.7310342810006131,0.34031180762615676,0.7691424704486969,0.0,31,0
BK25,3,High Opportunity,0.5939475108822565,0.0,0.6257412254844954,0.0,0.7935808222320464,148071.0,0.4751740844042518,0.5597496412109622,0.8288870241033208,0.4627808804136669,0.0,4,0
BK27,3,High Opportunity,0.6149994810235557,0.0,0.5624179837733725,0.0,0.2642171475404381,148071.0,0.4678971267858967,0.6160075054659508,0.18822362966087508,0.2942120977613095,0.0,4,0
BK42,3,High Opportunity,0.6144385857758119,0.014705882352941176,0.5913672705819222,1.0,1.1577579677268646,148071.0,0.4950549913221728,0.5659741581976725,0.1863567627854886,0.6027791446135429,0.2,136,2
BK58,3,High Opportunity,1.0,0.0,0.8029448739825326,0.0,0.32944628587563396,148071.0,0.7813390568370324,0.9010624383620378,0.2699696204122536,0.23705703788346325,0.0,81,0
BK60,3,High Opportunity,0.6267680711896088,0.0,0.6821387683574991,0.0,0.3301544689140505,148071.0,0.48123546772461906,0.6147059059022606,0.9128146004351964,0.5355581029482767,0.0,86,0
BK63,3,High Opportunity,0.4687013029883168,0.0,0.551998343148775,0.0,0.2668281521787625,148071.0,0.3659350715955564,0.4966082301359696,0.5966783395155845,0.4911179542321418,0.0,4,0
BK68,3,High Opportunity,0.6038242148491115,0.0,0.7485736533619277,0.0,0.21785787195654455,148071.0,0.4552245036964635,0.6171132145559033,0.5085654343254206,0.7136963126182266,0.0,4,0
BK75,3,High Opportunity,0.45418360437763006,0.0,0.5893119786924087,0.0,0.3560126747681942,148071.0,0.36409809971442664,0.47574487630974743,0.5220759936008508,0.5936172458013029,0.0,4,0
BX26,3,High Opportunity,0.42117836024385674,0.0,0.48417547052533294,0.0,0.0,0.0,0.14255931671003072,0.6795394162781817,0.10057766453243538,0.4156772293792211,0.0,4,0
BX29,3,High Opportunity,0.7817163883749871,0.0,0.7382576004828947,0.0,0.16689015199128615,148071.0,0.596269492595342,0.7888597804820905,0.5967794305770623,0.42454073910238826,0.0,67,0
BX39,3,High Opportunity,0.5817683065141892,0.0,0.5884901760643513,0.0,0.09138860720060965,148071.0,0.4154030934982594,0.6597637239554919,0.5897275111312774,0.40046233948964,0.0,44,0
MN03,3,High Opportunity,0.4446122823387644,0.0,0.5288881683823418,0.0,0.14602710063848234,163277.0,0.3334303930526317,0.4959216861962559,0.478452410293839,0.4772559088904518,0.0,35,0
