nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,demand_per_capita,population,demand_ci_lo,demand_ci_hi,cluster_confidence,latent_demand_score,halal_cuisine_diversity_norm,total_restaurants,halal_restaurants,critical_rate,grade_a_rate,inspection_frequency,viability_score,final_score,similar_ntas,rank,high_risk_prob,risk_bucket,risk_component,risk_confidence,halal_demand_forecast,new_halal_entry_forecast,moran_ii,moran_p,moran_q,lisa_opportunity,halal_demand_forecast_norm,final_score_adjusted
BX34,0,Low Demand,0.6476619390684262,0.0,0.5504853100173615,0.0,0.1428493149276943,148071.0,0.4799564788500608,0.6839891320114702,0.0036974686895412,0.2194037681198023,0.0,142,0,0.4490291262135922,0.4830097087378641,2.901408450704225,0.3277561096264512,0.5448101215596053,"BK40,BK27,QN06",24,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4816450163606905
BK23,0,Low Demand,0.3301135473566187,0.0,0.3265632098075357,0.0,0.0238330919914928,148071.0,0.1590898407633819,0.4571662385462928,0.8596711376699063,0.2113027386863974,0.0,4,0,0.0,1.0,1.0,1.0,0.4626707028656617,"BK46,SI08,MN99",25,9.034451528252851e-45,Low,Low Risk,Low confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.48121037022073004
BK46,0,Low Demand,0.3505892741253655,0.0,0.3317899761654013,0.0,0.0846706507567362,148071.0,0.2449059112178931,0.4355414873048981,0.7973259284853398,0.1918965141837619,0.0,4,0,0.0,1.0,1.0,1.0,0.4729517001163068,"BK23,SI08,MN99",26,1.8792564060185124e-44,Low,Low Risk,Low confidence,0.24343313942679,0.0,0.0,1.0,LL,False,0.1451616847774084,0.47981714667702907
QN68,3,High Opportunity,0.4873450732964351,0.0,0.5199517894480593,0.0,0.2874815535974938,148071.0,0.3805962887930265,0.5090316629809658,0.2927439289786028,0.3938241375854523,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,0.4600355983056712,"BK17,BK63,BK45",27,1.3758391513355172e-94,Low,Medium-Low Risk,Low confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4784696744450316
MN40,3,High Opportunity,0.5977226099707609,0.0,0.677434811401262,0.0,0.4284081736646919,148071.0,0.4661419857443256,0.5814106726183109,0.8354977942409969,0.5689499529111289,0.0,37,0,0.4705882352941176,0.2549019607843137,4.135135135135135,0.150249394197123,0.5401128473882337,"BK60,QN20,BX39",28,0.9999999999999999,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4774923426022729
QN43,2,Established Hub,0.8884590128779318,0.0666666666666666,0.369441231861477,1.0,0.3239919035174809,148071.0,0.6836153004161374,0.819858780914475,0.3211764136757556,0.5776561540017173,0.2,15,1,0.5714285714285714,0.3469387755102041,3.2666666666666666,0.1479789049029243,0.5327558788763485,"QN72,QN37,MN31",29,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4709883385850046
BK26,0,Low Demand,0.5461158045971203,0.0,0.4367675946598484,0.0,0.0466904039932774,148071.0,0.36342084362372,0.6899842326626324,0.3754450151307215,0.1257108658898554,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,0.450270212910661,"BX34,BK45,BK40",30,1.1677376975810058e-96,Low,Medium-Low Risk,Low confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4683129805109326
QN02,3,High Opportunity,0.540151914909483,0.0,0.666870720832752,0.0,0.0434807158126135,113004.0,0.3464217462693595,0.7254417241034161,0.6213358355894789,0.6324520880114238,0.0,46,0,0.5222222222222223,0.4166666666666667,3.9130434782608696,0.2309863305341651,0.5290063204037271,"QN18,BK68,BK09",31,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4676735026808528
QN42,3,High Opportunity,0.621886786396475,0.0,0.5973804214943015,0.0,0.1553694467016536,148071.0,0.4610109272798006,0.6543338799784958,0.4704954438795967,0.3595174012593127,0.0,26,0,0.5161290322580645,0.3548387096774194,3.576923076923077,0.190925698402975,0.5258920228369056,"QN20,BX29,BK60",32,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.4649202757433102
BK61,1,Growing Market,0.6399364948102251,0.0140845070422535,0.5934571665913313,2.0,0.6303988075068098,148071.0,0.5028967911401985,0.6002780244580599,0.2788995335078557,0.5586972186695257,0.4,142,2,0.5069551777434312,0.2998454404945904,4.556338028169014,0.1578259733767904,0.5249226592359807,"QN17,BK58,BK42",33,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.46406329983748373
