nta_id,cluster_id,market_type,demand_score,halal_supply_rate,gap_score,halal_cuisine_diversity,demand_per_capita,population,demand_ci_lo,demand_ci_hi,cluster_confidence,latent_demand_score,halal_cuisine_diversity_norm,total_restaurants,halal_restaurants,critical_rate,grade_a_rate,inspection_frequency,viability_score,final_score,similar_ntas,rank,high_risk_prob,risk_bucket,risk_component,risk_confidence,halal_demand_forecast,new_halal_entry_forecast,moran_ii,moran_p,moran_q,lisa_opportunity,halal_demand_forecast_norm,final_score_adjusted
BK37,1,Growing Market,0.4388290342465439,0.0055555555555555,0.4993522599709464,1.0,0.6079221678647824,148071.0,0.3661747279346683,0.4504641560255976,0.2859342168623273,0.5146266364495876,0.2,180,1,0.5269645608628659,0.4175654853620955,3.605555555555556,0.2284294603009594,0.420958409747188,"MN03,BK75,MN17",61,0.9999999999999999,High,Medium-High Risk,High confidence,0.40142621714581245,0.0,0.0,1.0,LL,False,0.33146811303218693,0.36967506291334395
BK83,1,Growing Market,0.6190970742233255,0.05,0.381004162559223,1.0,0.1224750605059226,148071.0,0.4535093452617652,0.6704298079793313,0.0641124834282792,0.7289360402593458,0.2,60,3,0.6039215686274509,0.2745098039215686,4.25,0.0743159735909506,0.4149036894312095,"QN37,MN31,QN72",62,0.9999999999999997,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.3667998929831603
QN55,1,Growing Market,0.504439034814834,0.0098039215686274,0.4772566117158857,1.0,0.607394886211532,148071.0,0.4096998561986499,0.4998712746361263,0.2337072048038314,0.4392169433176668,0.2,102,1,0.5474747474747474,0.2424242424242424,4.852941176470588,0.0894704124477558,0.410572341101839,"SI12,BK28,QN53",63,1.0,High,Medium-High Risk,High confidence,0.5000133781185928,0.0,0.0,1.0,LL,False,0.44772271163733945,0.36461140769648265
QN05,2,Established Hub,0.6873354742309443,0.0555555555555555,0.2296594947415837,1.0,0.1450219436548971,170338.0,0.5148767377548442,0.7067016836234193,0.1433051645714757,0.3917583686624155,0.2,18,1,0.4827586206896552,0.3620689655172414,3.2222222222222223,0.2186015115593124,0.4105182899008738,"QN41,BK19,BK29",64,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.36292293522310587
QN54,3,High Opportunity,0.4142883623681051,0.0,0.5257734844866225,0.0,0.180575046842537,148071.0,0.3173435062396676,0.465352187374758,0.4465254893903397,0.5160036132167658,0.0,52,0,0.5219298245614035,0.3289473684210526,4.384615384615385,0.1685155239855405,0.4097278435389991,"MN35,MN25,MN17",65,0.9999999999999999,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.36222413295084355
SI37,0,Low Demand,0.492260113737192,0.0,0.4142505517418533,0.0,0.067979171780002,148071.0,0.3323397257718228,0.5912790902535299,0.4820094992692021,0.1577819822610199,0.0,23,0,0.5633802816901409,0.380281690140845,3.0869565217391304,0.1772286764787937,0.3980500014873768,"BK81,SI11,SI28",66,1.0000000000000002,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.3519002160421232
QN41,1,Growing Market,0.5354803784761076,0.032258064516129,0.3419540701786794,1.0,0.2821792982495822,148071.0,0.4130505204466594,0.5485442890804548,0.3859116943765674,0.4741828380927619,0.2,31,1,0.5348837209302325,0.4186046511627907,4.161290322580645,0.2238298938938359,0.395739758240682,"QN05,BK19,BK41",67,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.3498578216329184
QN50,0,Low Demand,0.2913819460156945,0.0,0.4045084613623467,0.0,0.0363299482323066,148071.0,0.1637785593337348,0.3997573423753587,0.2890563455369347,0.4380236068534776,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,0.33547301615909,"MN21,MN09,BK90",68,3.347977508004279e-88,Low,Medium-Low Risk,Low confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.34891574786366664
MN20,1,Growing Market,0.4311761911944355,0.0115606936416184,0.4650317283847622,2.0,0.5372838901502807,148071.0,0.3585866222633515,0.4473943450651035,0.6459652083984585,0.5519439468669889,0.4,173,2,0.5155440414507773,0.3316062176165803,4.46242774566474,0.1747226529828009,0.3934276984282393,"MN13,BK64,MN35",69,1.0,High,Medium-High Risk,High confidence,0.4592315470086274,0.0,0.0,1.0,LL,False,0.39963252058922566,0.3477777964013655
BK96,0,Low Demand,0.3783135513495891,0.0,0.3132174912436585,0.0,0.0215104407760826,148071.0,0.1819535559337121,0.5276570123954578,0.6470649074254666,0.1101311686479517,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,0.3337292702451725,"BK72,QN08,QN01",70,6.173274307183837e-91,Low,Medium-Low Risk,Low confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.34710212834635146
BK28,1,Growing Market,0.5263723866008301,0.0136986301369863,0.4231904037380524,1.0,0.246558688505811,148071.0,0.4030749405314785,0.5467778842184863,0.2212477786324014,0.3542641735926695,0.2,146,2,0.5428571428571428,0.2171428571428571,4.794520547945205,0.0745238526715202,0.3947298866698571,"QN55,SI05,SI12",71,1.0,High,Medium-High Risk,High confidence,0.38504872753184544,0.0,0.0,1.0,LL,False,0.3121556745519119,0.345993863462713
MN13,1,Growing Market,0.4089196643031852,0.011070110701107,0.4658898855557746,2.0,0.9291869118778064,148071.0,0.354272503632618,0.4202200896535083,0.6068862950434373,0.5790088558520725,0.4,271,3,0.5311387900355872,0.344306049822064,4.14760147601476,0.1732759913795613,0.3845790182194962,"MN20,BK64,MN35",72,0.9999999999999999,High,Medium-High Risk,High confidence,0.5983022033248203,0.0,0.0,1.0,LL,False,0.5636255108352675,0.3453166418626134
MN11,3,High Opportunity,0.3989419429007211,0.0,0.5245570554963342,0.0,0.274998350816945,120511.0,0.3145181382969469,0.4453224614225549,0.4047991432878084,0.5363916713011532,0.0,111,0,0.5241635687732342,0.2193308550185873,4.846846846846847,0.0886969636107486,0.3871389920809718,"BK64,BK35,SI28",73,1.0,High,Medium-High Risk,High confidence,0.49033975864805757,0.0,0.0,1.0,LL,False,0.4363155188800943,0.34342589703655074
SI05,0,Low Demand,0.528767753165599,0.0128205128205128,0.3647674818752662,1.0,0.0480212440870798,148071.0,0.3482448841898587,0.6651706317774464,0.1443495196008764,0.2096461527524351,0.2,78,1,0.5272108843537415,0.3129251700680272,3.769230769230769,0.153506612232885,0.3881154164629231,"BK28,QN37,QN55",74,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.34311744351773976
BK64,1,Growing Market,0.4145176962371758,0.0075187969924812,0.4788426249449633,1.0,0.2598871603745177,148071.0,0.3292724731016667,0.4534827067532631,0.3596053251217416,0.5394446556357623,0.2,133,1,0.5653846153846154,0.3288461538461538,3.909774436090225,0.139130273136666,0.3851701831001889,"MN11,MN13,MN20",75,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.34051367953641115
QN21,0,Low Demand,0.3585080544625918,0.0,0.3920124560453933,0.0,0.0983357747569213,148071.0,0.2569014152636371,0.4377131469393804,0.6966996505939703,0.3103011138953598,0.0,23,0,0.3880597014925373,0.5522388059701493,2.9130434782608696,0.4183421103276334,0.3838766262687207,"MN99,SI08,QN08",76,1.0000000000000004,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.339370097255905
SI28,0,Low Demand,0.4528364579409417,0.0,0.4484397322760159,0.0,0.0847129874499792,148071.0,0.3130091384555125,0.5356096879176087,0.4414607064703166,0.2908808955639236,0.0,31,0,0.5384615384615384,0.2596153846153846,3.3548387096774195,0.1078320013365227,0.3820768763540876,"MN11,BK35,BK64",77,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.3377790097507809
MN19,1,Growing Market,0.3855387787736754,0.011204481792717,0.4122609468917024,2.0,0.839662879401482,148071.0,0.3373128118762615,0.404611969604679,0.73195639411333,0.5003011207918933,0.4,357,4,0.4872427983539095,0.4716049382716049,3.403361344537815,0.293830879009345,0.3778860660680201,"MN99,QN21,SI08",78,1.0,High,Medium-High Risk,High confidence,0.5261938537437969,0.0,0.0,1.0,LL,False,0.4785948927111043,0.33657577516379894
BK32,0,Low Demand,0.3861768027350923,0.0,0.4539684830323135,0.0,0.1151249413769911,148071.0,0.281553423733452,0.4574149643207169,0.1706422703261199,0.4028310443201571,0.0,55,0,0.5056818181818182,0.4090909090909091,3.2,0.236731614713509,0.3834044372496641,"MN09,BX26,MN21",79,0.9999999999999999,High,Medium-High Risk,High confidence,0.32863139020718946,0.0,0.0,1.0,LL,False,0.24562799650202646,0.3338986350828024
BK72,0,Low Demand,0.3392689900890376,0.0,0.3129598014153027,0.0,0.0546336667258249,148071.0,0.2150639296526296,0.4398375508262463,0.7763521417859689,0.1681405352444711,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,0.3180083698096096,"BK96,BK90,QN01",80,1.0916018786813252e-89,Low,Medium-Low Risk,Low confidence,0.44371330830416433,0.0,0.0,1.0,LL,False,0.3813333161710724,0.33013508843257516
MN23,1,Growing Market,0.415047085821584,0.0164835164835164,0.4175532767781948,2.0,1.1959142097795066,148071.0,0.3621772198070909,0.4207980516730084,0.6962113782775242,0.5554717747534013,0.4,182,3,0.5293255131964809,0.3592375366568915,3.7472527472527473,0.1851664477795745,0.3700734345958264,"SI01,QN31,MN27",81,0.9999999999999999,High,Medium-High Risk,High confidence,0.5228752441607432,0.0,0.0,1.0,LL,False,0.47468156747485324,0.32949411763770614
QN08,0,Low Demand,0.3696404068633889,0.0,0.3946117246675522,0.0,0.0572296293190872,148071.0,0.2366588839995186,0.4701054354648551,0.7007307612424095,0.2992257332832365,0.0,26,0,0.4945054945054945,0.5054945054945055,3.5,0.3131429817205109,0.3683294489564786,"BK85,MN21,QN21",82,1.0000000000000002,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.3256254545361971
BK41,2,Established Hub,0.810045521048644,0.15,0.0,5.0,0.3467237242156742,148071.0,0.6197643329306723,0.7554305320793655,0.4103175538974086,0.4207718928472904,1.0,60,9,0.5,0.2355072463768115,4.6,0.1165534523659821,0.347328898892654,"BK19,SI36,BK31",83,1.0,High,High Risk,High confidence,0.9683600119953806,0.0,0.0,1.0,LL,False,1.0,0.3247525204646315
BK19,2,Established Hub,0.6646029857418384,0.0704225352112676,0.1541022795272241,2.0,0.2867226541396172,148071.0,0.5060642565386486,0.6518197574567137,0.703207005228699,0.5101828064918692,0.4,71,5,0.5670498084291188,0.367816091954023,3.676056338028169,0.165847734468451,0.3606516530013152,"BK29,SI36,BK31",84,1.0000000000000004,High,High Risk,High confidence,0.4677245593627736,0.0,0.0,1.0,LL,False,0.4096475340294897,0.31911181017624796
BK29,2,Established Hub,0.5988620593382075,0.05,0.1862936148543928,2.0,0.2127706578824159,148071.0,0.4509926138403465,0.6142779708611124,0.1996525995693379,0.3380599848849664,0.4,80,4,0.5191082802547771,0.3439490445859872,3.925,0.1811362634569366,0.3502895223684274,"BK19,SI36,BK31",85,1.0,High,High Risk,High confidence,0.5452420008849916,0.0,0.0,1.0,LL,False,0.5010565872991336,0.3126648581879516
BK35,0,Low Demand,0.3697963868721022,0.0,0.452719852662731,0.0,0.1911908629193918,148071.0,0.290548181783965,0.425840732592719,0.108359155307626,0.4247004338936173,0.0,66,0,0.5306859205776173,0.2707581227436823,4.196969696969697,0.1210376835076381,0.3532140325154609,"BK88,QN38,MN11",86,1.0,High,Medium-High Risk,High confidence,0.32594369267332096,0.0,0.0,1.0,LL,False,0.24245864671155823,0.3075113103256164
BX14,0,Low Demand,0.4151187915293519,0.0,0.3534434424550815,0.0,0.043403225113074,148071.0,0.2515762704501969,0.5354829173104974,0.6295786309075072,0.1419464327813402,0.0,22,0,0.4927536231884058,0.3188405797101449,3.136363636363636,0.1809762257894656,0.3436201387516665,"BX41,BX63,BK88",87,0.9999999999999999,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.3037809335794475
MN15,1,Growing Market,0.3663299104154809,0.0102739726027397,0.395710762766796,2.0,0.8090843278473019,148071.0,0.324198608224977,0.3909685648417466,0.7265642203935914,0.477801967286989,0.4,292,3,0.5266781411359724,0.338209982788296,3.9794520547945207,0.1719298484900904,0.3392022389709289,"BK73,BK77,BK76",88,1.0,High,Medium-High Risk,High confidence,0.38837392880335286,0.0,0.0,1.0,LL,False,0.31607677274853385,0.29743508879054525
BK73,1,Growing Market,0.3641554870009492,0.0104529616724738,0.3925655635640229,2.0,0.7743026298592051,148071.0,0.3220302010140266,0.390054529749649,0.7285050321017198,0.4772425624145054,0.4,287,3,0.5579641847313855,0.35626767200754,3.696864111498258,0.1637261761583113,0.3354336554576511,"MN15,BK77,QN63",89,1.0,High,Medium-High Risk,High confidence,0.4586270832406711,0.0,0.0,1.0,LL,False,0.39891973312256435,0.2964925510058202
BK88,0,Low Demand,0.3648996669839032,0.0,0.4080999382183759,0.0,0.5124614222147995,148071.0,0.3145080881702485,0.3979250930892771,0.5882789429084602,0.3355166747896937,0.0,54,0,0.5619469026548672,0.2566371681415929,4.185185185185185,0.0898619872749831,0.3271722395359083,"QN38,BK35,QN29",90,1.0,High,Medium-High Risk,High confidence,0.37228777736962504,0.0,0.0,1.0,LL,False,0.29710788207780997,0.2863588669543913
QN60,1,Growing Market,0.4286547569386303,0.04,0.1827954615431418,1.0,0.1154407386019972,148071.0,0.3097584442215906,0.4963175069493008,0.5033938620728938,0.4191365146455383,0.2,25,1,0.4057971014492754,0.5217391304347826,2.76,0.3845876899461254,0.3214976253819339,"QN98,QN07,QN61",91,0.9999999999999997,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.2842232970887702
MN12,1,Growing Market,0.3653835212820931,0.0203045685279187,0.3452704599669022,1.0,0.7422031377909585,190020.0,0.3262640446022731,0.3877809677775051,0.6043594254829272,0.5372777283878983,0.2,197,4,0.5308483290488432,0.3611825192802056,3.949238578680203,0.185528740577857,0.3213673406151695,"BK33,QN31,BK38",92,1.0,High,Medium-High Risk,High confidence,0.36737311720054366,0.0,0.0,1.0,LL,False,0.29131248397931886,0.2811197965753708
BK31,2,Established Hub,0.6116607201991346,0.0725806451612903,0.1212721487650576,3.0,1.3309013415955755,148071.0,0.4951261758101377,0.5611713048122429,0.7837570595010174,0.5545413852584448,0.6,124,9,0.5421487603305785,0.2661157024793388,4.879032258064516,0.1099886717031886,0.3151708819263146,"SI36,BK44,BK19",93,0.9999999999999998,High,High Risk,High confidence,0.5010786691851163,0.0,0.0,1.0,LL,False,0.44897890954500147,0.2799231813428146
BK90,0,Low Demand,0.2297609367246091,0.0,0.3157246848308589,0.0,0.1332053461374005,148071.0,0.1928075011407848,0.3152795804787625,0.6988449656570852,0.3383840473315202,0.0,4,0,0.0,0.0,1.0,0.2855842660393672,0.2753111018300606,"QN12,MN32,QN01",94,2.3312924028696652e-86,Low,Medium-Low Risk,Low confidence,0.26192890725969686,0.0,0.0,1.0,LL,False,0.16697201022031619,0.27990802664091413
QN29,1,Growing Market,0.3665224169665069,0.0079365079365079,0.3828416849133647,1.0,0.4681511748112165,148071.0,0.3135681047707401,0.4009630540090608,0.3919222152643437,0.4107150433621906,0.2,126,1,0.5723684210526315,0.2582236842105263,4.825396825396825,0.0839654611921641,0.3165387329903815,"QN38,BX63,BK69",95,0.9999999999999999,High,Medium-High Risk,High confidence,0.4052529578335635,0.0,0.0,1.0,LL,False,0.33598062965433956,0.2780977480815324
SI01,1,Growing Market,0.3420640464850997,0.0238095238095238,0.388736735024167,1.0,0.0230884310137349,175756.0,0.1749867780968675,0.4679828730668739,0.2708012816338673,0.7247059661394182,0.2,42,1,0.5529411764705883,0.2764705882352941,4.047619047619048,0.1101062134403431,0.3143415552917754,"MN23,QN31,MN27",96,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.2778968993966973
QN38,0,Low Demand,0.3551943669760434,0.0,0.4188969554669022,0.0,0.1330480505883816,148071.0,0.267790501501163,0.4244935942201243,0.4443233918328561,0.3734324360378618,0.0,30,0,0.5391304347826087,0.1739130434782608,3.8333333333333335,0.0461536884899678,0.3188672666751718,"BK88,QN29,BK35",97,0.9999999999999997,High,High Risk,High confidence,0.3082859952200209,0.0,0.0,1.0,LL,False,0.22163657911706297,0.27704435193905097
MN27,1,Growing Market,0.3799449231589432,0.0186915887850467,0.3332070975916867,2.0,0.5800867291983435,148071.0,0.3268038403057358,0.4069639147491485,0.8100612442728994,0.4624552610431252,0.4,214,4,0.5329153605015674,0.2957157784743991,4.47196261682243,0.1373639304544164,0.3127335943911352,"QN31,SI22,BK79",98,1.0,High,Medium-High Risk,High confidence,0.4715261531414431,0.0,0.0,1.0,LL,False,0.4141303972587198,0.27683211668537955
MN22,2,Established Hub,0.3856762039269121,0.0291777188328912,0.2880606311601535,5.0,1.0581005209567689,148071.0,0.3411125954311098,0.401143565228176,0.0314727867988099,0.5309592147490707,1.0,377,11,0.5160866710439921,0.319763624425476,4.039787798408488,0.1658960808854475,0.3026739502119158,"QN71,BK38,BK43",99,1.0,High,High Risk,High confidence,0.6286338412323781,0.0,0.0,1.0,LL,False,0.5993927685104684,0.2726936067228776
BX41,0,Low Demand,0.3933118292675766,0.0,0.272709280955932,0.0,0.0,148071.0,0.0513167019494862,0.6837722339831621,0.5165300006975653,0.0,0.0,46,0,0.4926829268292683,0.3219512195121951,4.456521739130435,0.1832462048694346,0.3030576850632904,"BX14,MN01,BX36",100,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.26792127734831733
MN33,0,Low Demand,0.2878420277824282,0.0,0.3779317747994222,0.0,0.2087089532039649,148071.0,0.2424569777688307,0.3555118418410568,0.5218043998446005,0.3858386026322729,0.0,105,0,0.5011185682326622,0.3355704697986577,4.257142857142857,0.1872856501779874,0.3037666510683376,"MN36,BK76,QN76",101,1.0,High,Medium-High Risk,High confidence,0.3594879340585572,0.0,0.0,1.0,LL,False,0.28201422655863057,0.2654833073662911
QN31,1,Growing Market,0.3702517622472027,0.0238095238095238,0.3169638442439496,2.0,0.8518869728355607,148071.0,0.3276150214211767,0.3930641960429551,0.7652868841865299,0.5271539510266666,0.4,210,5,0.5594965675057209,0.3100686498855835,4.161904761904762,0.129687180990668,0.3008236787945945,"MN27,BK79,MN22",102,1.0,High,Medium-High Risk,High confidence,0.36412575890290055,0.0,0.0,1.0,LL,False,0.28748317870574636,0.2630510755052405
MN32,1,Growing Market,0.2578426553149389,0.0062111801242236,0.34757009332644,1.0,0.2216380975375626,148071.0,0.2261861241754761,0.3297925956839816,0.3475376201055665,0.4686741503237004,0.2,161,1,0.4829821717990275,0.3922204213938411,3.8322981366459623,0.2399913870024572,0.290163376857043,"QN12,MN06,BK90",103,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.2565219309683725
QN28,1,Growing Market,0.4324861628149137,0.0358974358974358,0.2366299833349692,3.0,0.5385375053607355,148071.0,0.3594960646977081,0.4483371400598842,0.2174958246517233,0.4614766688613037,0.6,195,7,0.5554484088717454,0.2304725168756027,5.317948717948718,0.0755531843479177,0.2827570953295367,"QN71,BK79,MN22",104,1.0000000000000002,High,High Risk,High confidence,0.53714311403737,0.0,0.0,1.0,LL,False,0.49150632912830794,0.2521565676967405
QN63,1,Growing Market,0.322013197563565,0.0095238095238095,0.3259577115644333,1.0,0.1115902483580762,148071.0,0.2399108536399442,0.400197747432441,0.2164789794928003,0.380873512772772,0.2,105,1,0.5404858299595142,0.2874493927125506,4.704761904761905,0.1263515449601365,0.2844586726432266,"BK78,BK30,BK77",105,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.2514786282732409
SI36,2,Established Hub,0.6502840485549854,0.0975609756097561,0.0,2.0,0.169484063324246,148071.0,0.485202725804073,0.6730352912108419,0.6642301688260279,0.4191365146455383,0.4,41,4,0.5657894736842105,0.3026315789473684,3.707317073170732,0.1201290664298464,0.2841394327079635,"BK44,BK31,QN70",106,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.2511964009104258
BX63,0,Low Demand,0.3423095458597251,0.0,0.3191934931456558,0.0,0.0643722329129537,148071.0,0.2258664533903188,0.4371417769970934,0.7871129953619496,0.1770654070746691,0.0,55,0,0.5384615384615384,0.2038461538461538,4.727272727272728,0.0679895854041027,0.2781991326829729,"QN29,BK88,QN38",107,0.9999999999999999,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.24594481730450155
BK69,1,Growing Market,0.3490235765997498,0.0131578947368421,0.3235710232154666,1.0,0.2972311479204789,148071.0,0.2910312888802867,0.397198116415354,0.4098497345008292,0.3957627703006124,0.2,76,1,0.5850746268656717,0.244776119402985,4.407894736842105,0.06578718834879,0.2821952775958445,"SI22,QN29,QN63",108,1.0,High,Medium-High Risk,High confidence,0.32113142182580784,0.0,0.0,1.0,LL,False,0.23678398674329545,0.24554562840035624
QN70,2,Established Hub,0.5668110529501426,0.0808080808080808,0.0327294986016601,5.0,2.1775044354180224,148071.0,0.4709658693115031,0.521141352007058,0.4609893924498615,0.567390382723579,1.0,198,16,0.516548463356974,0.3156028368794326,4.2727272727272725,0.162612041346759,0.2723386288900729,"BK44,QN61,SI36",109,1.0,High,High Risk,High confidence,0.5683538995493491,0.0,0.0,1.0,LL,False,0.5283102831730788,0.24371757489913196
BK38,1,Growing Market,0.3511443962579049,0.0292397660818713,0.2401733442984681,3.0,0.5969595913084431,148071.0,0.308805229095225,0.3846716158070503,0.4039749102536863,0.480193712602286,0.6,342,10,0.5222135619641465,0.367887763055339,3.7514619883040936,0.1961437561880894,0.2757558474601671,"QN07,MN22,BK33",110,1.0000000000000002,High,High Risk,High confidence,0.40664341761206013,0.0,0.0,1.0,LL,False,0.3376202685467747,0.2423060352193339
BK44,2,Established Hub,0.607043375039303,0.087719298245614,0.0,2.0,0.3881782667634333,148071.0,0.4706108689426757,0.5923750593350264,0.7135848558827484,0.5086943743564866,0.4,57,5,0.5637860082304527,0.3004115226337449,4.2631578947368425,0.1198944845155986,0.2667962469188409,"SI36,QN70,BK31",111,1.0,High,High Risk,High confidence,0.4718424545800418,0.0,0.0,1.0,LL,False,0.41450338189911007,0.23617678534421196
MN36,0,Low Demand,0.2387753152449236,0.0,0.3390121107927818,0.0,0.1827478088228931,148071.0,0.2088810125723717,0.3175268619515047,0.5876375321365958,0.3752415136193676,0.0,60,0,0.5541666666666667,0.375,4.0,0.1796705066003203,0.2670490717351462,"MN33,BK76,BK50",112,0.9999999999999999,High,Medium-High Risk,High confidence,0.2648021015240765,0.0,0.0,1.0,LL,False,0.1703600989189278,0.23085874400841988
QN98,0,Low Demand,0.2923991084012819,0.0188679245283018,0.1372358411639088,1.0,0.0510287791190792,148071.0,0.1838283906511155,0.3929882276063858,0.3798525070680945,0.1727569705110986,0.2,53,1,0.448,0.648,2.358490566037736,0.4463219788775938,0.261118375601595,"QN01,QN60,SI08",113,0.9999999999999999,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.23084439754658198
MN01,0,Low Demand,0.2894035965088334,0.0085470085470085,0.2509526108771998,1.0,0.1326702318528629,60978.0,0.1858826495995143,0.3882776551354664,0.4354065406699594,0.2512450301650055,0.2,117,1,0.538135593220339,0.3644067796610169,4.034188034188034,0.1829164929467693,0.2527257815437672,"BK91,MN34,BK34",114,0.9999999999999999,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.2234248380664469
QN12,0,Low Demand,0.2030882804920898,0.0,0.2992707550960764,0.0,0.0111192282007451,227237.0,0.0822760517360843,0.3041431604729359,0.6625272075709018,0.3427972948212011,0.0,30,0,0.5217391304347826,0.4456521739130434,3.066666666666667,0.2520199082295909,0.2513475958811847,"MN32,BK90,MN06",115,1.0000000000000002,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.22220643879349947
MN24,1,Growing Market,0.2241396649120416,0.0118110236220472,0.2869192781843556,4.0,0.3868108108451336,148071.0,0.2200825644853251,0.2942812952942362,0.3037213803829703,0.4813499482537915,0.8,508,6,0.5262390670553936,0.3192419825072886,4.051181102362205,0.1586749932461382,0.2361585758877865,"BK91,BK77,QN76",116,1.0,High,Medium-High Risk,High confidence,0.4743049579241695,0.0,0.0,1.0,LL,False,0.4174071812885098,0.209113603771985
QN61,2,Established Hub,0.5158085822314181,0.078125,0.0,2.0,0.8419781368719211,148071.0,0.4233744099173214,0.5008086118404347,0.6373773525406794,0.5250065695125966,0.4,128,10,0.5073891625615764,0.2939244663382594,4.7578125,0.1533031867025507,0.2369840702330774,"QN70,BK44,BK43",117,1.0,High,High Risk,High confidence,0.44269103916795915,0.0,0.0,1.0,LL,False,0.38012784999349597,0.20909362053165045
QN15,1,Growing Market,0.4207338084716164,0.04,0.0852595947214356,1.0,0.0307529502999256,148071.0,0.2350068437495307,0.5653459846781551,0.0657571871819417,0.2200129612903872,0.2,25,1,0.5340909090909091,0.3181818181818182,3.52,0.1526210425382968,0.2329215697848801,"QN71,QN61,MN22",118,1.0000000000000002,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.20591672006505216
BK77,1,Growing Market,0.2207498465800613,0.008,0.3016072142933984,1.0,0.1749600127306175,148071.0,0.1969850723014911,0.3032990772199503,0.2718626449557308,0.4546928761984773,0.2,125,1,0.5817805383022774,0.3126293995859213,3.864,0.1164847055962979,0.2322397654686434,"BK76,QN76,BK78",119,0.9999999999999999,High,Medium-High Risk,High confidence,0.33422723039505475,0.0,0.0,1.0,LL,False,0.252226646351356,0.20238285050980132
BK79,1,Growing Market,0.3659609665263121,0.03125,0.1896257466028322,1.0,0.0590546845352951,148071.0,0.2360280582725556,0.4648811889638081,0.4825308781566723,0.382120217235826,0.2,32,1,0.5714285714285714,0.1642857142857142,4.375,0.017488684108074,0.2257324220732725,"QN31,MN27,QN28",120,1.0,High,High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.19956107976001455
QN71,1,Growing Market,0.4141991646197285,0.0425531914893617,0.1023422058861418,2.0,0.1937400917260795,148071.0,0.3197104563509079,0.4627900375904035,0.3086503280940421,0.3093239182775564,0.4,47,2,0.5490196078431373,0.2549019607843137,4.340425531914893,0.0973425869897939,0.2260850656003069,"QN15,MN22,QN28",121,1.0,High,High Risk,High confidence,0.3589320875537514,0.0,0.0,1.0,LL,False,0.2813587688736271,0.19757924209629218
SI22,1,Growing Market,0.2994856626396924,0.0169491525423728,0.236642507010598,1.0,0.0480443158178149,148071.0,0.1844502740505839,0.401877533602316,0.1310585786114027,0.3451997897308242,0.2,59,1,0.6303317535545023,0.2559241706161137,3.5762711864406778,0.0432228030632818,0.2230958284727725,"MN27,BK69,BK78",122,1.0,High,Medium-High Risk,High confidence,0.46014508953118993,0.0,0.0,1.0,LL,False,0.40070977566200916,0.19723017194902528
