k,inertia,drop_from_prev,pct_drop_from_prev,silhouette
2,387.7449850202212,,,0.3529367613587657
3,280.65672569686967,107.08825932335151,27.6182190513094,0.304488087076753
4,226.27854501184606,54.37818068502361,19.375334957679268,0.3136683535061965
5,192.7378747740339,33.54067023781215,14.822735507715166,0.296741117475139
6,175.48115873792176,17.256716036112152,8.953463898231702,0.2895224791392919
7,157.15910504625575,18.322053691666014,10.441037558356737,0.27470833798534333
8,142.2892218653978,14.869883180857954,9.46167463633837,0.28512827347304914
